COD_LOTE,FINCA,CAMPO,TIPOCORTE,VARIEDAD,MADURANTE,TIPO_MAD,TCH_REAL,cc_MAD,DIASMAD,EDAD,DIASSUP,MES_CORTE,CORE
72005,La Chinampa,CH-05,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,190.1673333,10.56963867,49,12.0644313,15,Nov,108.01
57046,El Apante,B-25,MANUAL,CP72-2086,Si,GLIFOSATO ALEMAN,106.5619955,10.88568203,63,13.24786325,0,Ene,157.2
72005,La Chinampa,CH-05,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,190.1673333,10.56963867,49,12.0644313,15,Nov,117.68
72005,La Chinampa,CH-05,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,190.1673333,10.56963867,49,12.0644313,15,Nov,102.84
72005,La Chinampa,CH-05,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,190.1673333,10.56963867,49,12.0644313,15,Nov,112.86
72005,La Chinampa,CH-05,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,190.1673333,10.56963867,49,12.0644313,15,Nov,114.77
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,47,11.86719264,1,Nov,111.88
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,47,11.86719264,1,Nov,108.58
72003,La Chinampa,CH-03,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,129.2587685,12.06881373,49,11.90006575,15,Nov,109.08
72003,La Chinampa,CH-03,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,129.2587685,12.06881373,49,11.90006575,15,Nov,115.59
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,46,11.90006575,15,Nov,93.22
72003,La Chinampa,CH-03,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,129.2587685,12.06881373,49,11.90006575,15,Nov,109.47
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,100.58
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,115.79
72003,La Chinampa,CH-03,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,129.2587685,12.06881373,50,11.93293886,16,Nov,111.51
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,46,11.90006575,15,Nov,104.3
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,98.4
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,97.95
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,103.07
72003,La Chinampa,CH-03,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,129.2587685,12.06881373,50,11.93293886,16,Nov,95.84
72005,La Chinampa,CH-05,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,190.1673333,10.56963867,50,12.0973044,16,Nov,111.14
72003,La Chinampa,CH-03,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,129.2587685,12.06881373,50,11.93293886,16,Nov,119.14
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,99.49
72003,La Chinampa,CH-03,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,129.2587685,12.06881373,50,11.93293886,16,Nov,107.91
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,102.41
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,109.7
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,106.03
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,109.84
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,101.22
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,112.22
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,114.67
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,50,11.90006575,16,Nov,123.15
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,111.77
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,100.04
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,118.01
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,109.7
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,127.12
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,122.46
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,111.65
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,50,11.90006575,16,Nov,96.25
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,50,11.90006575,16,Nov,101.93
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,47,11.93293886,16,Nov,116.06
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,50,11.90006575,16,Nov,123.15
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,48,11.90006575,2,Nov,117.58
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,49,11.93293886,3,Nov,119.82
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,120.33
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,49,11.93293886,3,Nov,115.77
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,110.18
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,120.35
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,119.51
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,120.64
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,121.32
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,106.16
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,112
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,49,11.93293886,3,Nov,113.44
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,114.98
60007,Vasconia,ANIMAS-02,MECANIZADA,CP72-2086,Si,GLIFOSATO ALEMAN,75.02749734,11.7290331,45,11.37409599,20,Dic,139.21
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,112.4
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,121.82
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,111.37
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,120.53
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,112.22
53109,Montelimar,E-25,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,99.91862483,14.91213477,49,11.93293886,3,Nov,116.02
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,101.52
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,108.87
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,111.72
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,87.01
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,109.19
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,114.12
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,99.29
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,104.6
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,108.71
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,118.35
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,100.45
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,111.93
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,101.66
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,87.53
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,118.24
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,101.96
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,96.61
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,95.81
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,123.78
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,117.88
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,118.87
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,110.97
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,110.14
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,49,10.58514135,17,Nov,106.64
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,48,11.96581197,17,Nov,110.04
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,49,11.90006575,17,Nov,117.1
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,51,11.93293886,17,Nov,123.77
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,120.87
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,49,11.99868508,18,Dic,109.67
53147,Montelimar,R-05,MECANIZADA,RB86-7515,Si,GLIFOSATO ALEMAN,120.7141215,12.5917331,50,10.61801446,18,Dic,104.13
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,115.7
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,115.31
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,124.26
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,49,11.99868508,18,Dic,105.58
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,124.97
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,120.55
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,49,12.0644313,18,Dic,103.67
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,49,11.99868508,18,Dic,108.58
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,49,12.0644313,18,Dic,123.06
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,120.73
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,129.33
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,115.73
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,114.35
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,123.98
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,49,11.99868508,18,Dic,97.82
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,49,11.99868508,18,Dic,105.88
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,129.68
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,49,11.99868508,18,Dic,124.6
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,106.1
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,129.09
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,49,12.0644313,18,Dic,118.71
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,125.02
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,106.87
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,135.41
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,49,12.0644313,18,Dic,132.22
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,126.78
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,107.73
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,133.85
51012,Loma Alegre,B-02,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,106.7659937,12.45715002,49,11.99868508,18,Dic,124.49
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,130.79
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,138.08
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,110.42
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,49,12.0644313,18,Dic,106.09
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,107.61
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,122.53
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,132.17
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,49,12.0644313,18,Dic,106.9
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,120.02
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,49,12.0644313,18,Dic,135.04
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,131.89
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,97
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,52,11.96581197,18,Dic,105.48
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,50,11.93293886,18,Dic,130.55
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,104.16
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,51,11.96581197,19,Dic,119.73
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,104.13
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,51,11.96581197,19,Dic,132.13
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,51,11.96581197,19,Dic,135.36
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,116.51
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,129.83
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,116.46
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,125.7
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,116.84
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,128.01
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,51,11.96581197,19,Dic,133.03
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,130.51
53075,Montelimar,D-08,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,79.40888099,17.12654785,62,11.76857331,35,Dic,129.58
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,122.81
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,51,11.96581197,19,Dic,133.38
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,50,12.0973044,19,Dic,120.65
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,119.55
51019,Loma Alegre,B-09,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,126.9971963,10.23644646,50,12.0973044,19,Dic,100.7
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,101.63
53129,Montelimar,LAV-02,MECANIZADA,CP00-1101,Si,GLIFOSATO ALEMAN,115.47879,12.90280233,51,11.96581197,19,Dic,111.59
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,135.24
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,124.26
53128,Montelimar,LAV-01,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,94.07388889,12.6496312,50,11.96581197,19,Dic,119.52
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,124.48
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,126.93
53128,Montelimar,LAV-01,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,94.07388889,12.6496312,50,11.96581197,19,Dic,126.43
51002,Loma Alegre,A-06,MECANIZADA,CP72-2086,Si,GLIFOSATO ALEMAN,108.347546,12.27531263,50,12.03155819,19,Dic,137.42
53128,Montelimar,LAV-01,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,94.07388889,12.6496312,50,11.96581197,19,Dic,126.26
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,132.49
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,143.79
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,141.36
73001,San Pedro,SP-0101,MECANIZADA,CP72-2086,Si,TRINEXAPAC ,71.37077598,13.73111034,61,11.80144642,14,Ene,130.8
51002,Loma Alegre,A-06,MECANIZADA,CP72-2086,Si,GLIFOSATO ALEMAN,108.347546,12.27531263,50,12.03155819,19,Dic,129.96
51002,Loma Alegre,A-06,MECANIZADA,CP72-2086,Si,GLIFOSATO ALEMAN,108.347546,12.27531263,50,12.03155819,19,Dic,113.99
51002,Loma Alegre,A-06,MECANIZADA,CP72-2086,Si,GLIFOSATO ALEMAN,108.347546,12.27531263,50,12.03155819,19,Dic,129.64
53128,Montelimar,LAV-01,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,94.07388889,12.6496312,50,11.96581197,19,Dic,117.06
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,135.15
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,132.06
51002,Loma Alegre,A-06,MECANIZADA,CP72-2086,Si,GLIFOSATO ALEMAN,108.347546,12.27531263,50,12.03155819,19,Dic,137.9
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,136.69
53128,Montelimar,LAV-01,MECANIZADA,NA56-42,Si,GLIFOSATO ALEMAN,94.07388889,12.6496312,50,11.96581197,19,Dic,131.35
72007,La Chinampa,CH-07,MECANIZADA,CP88-1165,Si,GLIFOSATO ALEMAN,121.5532097,12.83388571,53,11.99868508,19,Dic,133.16
